,FROM STATION ID,FROM STATION NAME,FROM LONGITUDE,FROM LATITUDE
27055,456,2112 W Peterson Ave,-87.683593,41.991178000000005
28312,483,Keeler Ave & Irving Park Rd,-87.73257,41.953858000000004
28530,369,Wood St & 35th St,-87.670298309,41.830104654
30726,448,Warren Park East,-87.680666145,42.004549622
37444,446,Western Ave & 28th St,-87.68513144100001,41.841517708000005
40071,167,Damen Ave & Coulter St,-87.67564,41.8492
40528,356,Stony Island Ave & 71st St,-87.586460878,41.766492936999995
45883,508,Central Park Ave & North Ave,-87.71663195200001,41.909656876
46096,400,Cottage Grove Ave & 71st St,-87.60495971299999,41.765719037
47254,355,South Shore Dr & 67th St,-87.56733865,41.773668848
50807,396,Yates Blvd & 75th St,-87.56644,41.758767999999996
50983,408,Union Ave & 42nd St,-87.643565028,41.817638089
53331,455,Maplewood Ave & Peterson Ave,-87.69336964,41.990236029
54316,12,South Shore Dr & 71st St,-87.565687572,41.766409456999995
54518,441,Kedzie Ave & 24th St,-87.705413746,41.848190945
64079,393,Calumet Ave & 71st St,-87.616917925,41.765508006
69509,11,Jeffery Blvd & 71st St,-87.576450114,41.766638236999995
69881,430,MLK Jr Dr & 63rd St,-87.61594285700001,41.780080637
72954,101,63rd St Beach,-87.57611976,41.781016371999996
92291,307,Southport Ave & Clybourn Ave,-87.663712,41.920771
94234,431,Eberhart Ave & 61st St,-87.61330783,41.784141693
107832,392,Perry Ave & 69th St,-87.628195929,41.76929309
107851,443,Millard Ave & 26th St,-87.71591030799999,41.844566849
107922,391,Halsted St & 69th St,-87.64461357799999,41.76906172
109174,488,Pulaski Rd & Eddy St,-87.727736814,41.945636441
127275,190,Southport Ave & Wrightwood Ave,-87.663154,41.928795
138352,270,Stony Island Ave & 75th St,-87.586882871,41.75866967
142432,407,State St & Pershing Rd,-87.62656801799999,41.823015238
183200,444,Albany Ave & 26th St,-87.702013013,41.844475014000004
184038,395,Jeffery Blvd & 76th St,-87.575839359,41.757120068
228184,397,Saginaw Ave & Exchange Ave,-87.56011478100001,41.758745837
315360,398,Rainbow Beach,-87.54938625,41.757871448
337295,440,Lawndale Ave & 23rd St,-87.717000385,41.849881945999996
412795,384,Halsted St & 51st St,-87.645213904,41.80183164
517692,20,Sheffield Ave & Kingsbury St,-87.65310600000001,41.910522
522027,332,Halsted St & Diversey Pkwy,-87.64895899999999,41.933665999999995
554585,114,Sheffield Ave & Addison St,-87.65424200000001,41.946965999999996
624373,81,Daley Center Plaza,-87.629634,41.884240999999996
685956,386,Halsted St & 56th St,-87.644990056,41.792929646
917119,518,Conservatory Dr & Lake St,-87.71686600000001,41.885502
1098667,537,Kenton Ave & Madison St,-87.74101800000001,41.880708
1105983,532,Austin Blvd & Lake St,-87.774446,41.887919000000004
1118115,540,Laramie Ave & Madison St,-87.75393299999999,41.88051
1125571,533,Central Park Blvd & 5th Ave,-87.71547,41.875679
1125776,536,Kostner Ave & Lake St,-87.73541,41.885928
1126269,534,Pulaski Rd & Madison St,-87.726279,41.880827000000004
1127640,530,Laramie Ave & Kinzie St,-87.755527,41.887832
1132421,545,Kostner Ave & Adams St,-87.735737,41.877917
1132927,541,Central Ave & Harrison St,-87.764499,41.872993
1136704,528,Pulaski Rd & Lake St,-87.72649100000001,41.885409
1149523,544,Mason Ave & Madison St,-87.773264,41.879979999999996
1153913,546,Damen Ave & Pershing Rd,-87.676597,41.823192
1157304,529,Cicero Ave & Lake St,-87.745261,41.886841
1163028,547,Ashland Ave & Pershing Rd,-87.665577,41.823465
1179175,535,Pulaski Rd & Congress Pkwy,-87.72570400000001,41.874325
1183640,594,Western Blvd & 48th Pl,-87.683392,41.805661
1192942,551,Hoyne Ave & 47th St,-87.67718,41.808227
1193141,552,Ashland Ave & McDowell Ave,-87.66454,41.80887
1219409,548,Morgan St & Pershing Rd,-87.650931,41.823613
1223173,542,Central Ave & Madison St,-87.763238,41.880121
1223606,554,Damen Ave & 51st St,-87.674684,41.800908
1272714,572,State St & 76th St,-87.62462099999999,41.756971
1293012,568,Normal Ave & 72nd St,-87.637297,41.763462
1313723,553,Elizabeth St & 47th St,-87.656526,41.80839
1320458,618,Lombard Ave & Garfield St,-87.77919,41.87055
1321817,616,Oak Park Ave & Harrison St,-87.793945,41.872987
1328348,561,Damen Ave & 61st St,-87.67410100000001,41.783681
1329631,560,Marshfield Ave & 59th St,-87.66621500000001,41.786833
1332161,539,Cicero Ave & Quincy St,-87.745405,41.877613000000004
1333580,615,Lombard Ave & Madison St,-87.779425,41.87981
1337518,538,Cicero Ave & Flournoy St,-87.746619,41.872131
1348420,613,Wisconsin Ave & Madison St,-87.80224,41.879837
1348538,565,Ashland Ave & 66th St,-87.663815,41.774074
1349043,614,East Ave & Madison St,-87.789247,41.880113
1349233,617,East Ave & Garfield St,-87.788938,41.871311999999996
1350442,597,Chicago Ave & Washington St,-87.679101,42.032562
1352593,600,Dodge Ave & Church St,-87.698224,42.048308
1353336,596,Benson Ave & Church St,-87.683485,42.048214
1356516,601,Central St Metra,-87.69873,42.063598
1363106,563,Ashland Ave & 63rd St,-87.664843,41.779374
1371589,610,Marion St & South Blvd,-87.80287,41.88681
1374380,611,Oak Park Ave & South Blvd,-87.793899,41.886922999999996
1375173,609,Forest Ave & Lake St,-87.800255,41.888909999999996
